candidate_id,job_id,role,candidate_skills_list,recruiter_priority_list,recruiter_skill_weights_dict,experience_years
c195,j116,network engineer,"['ml', 'networking', 'crm']","['ml', 'networking', 'crm']","{'ml': 5, 'networking': 4, 'crm': 3}",6
c187,j055,software engineer,"['marketing', 'ux research', 'figma']","['excel', 'marketing']","{'excel': 5, 'marketing': 4}",5
c056,j044,marketing analyst,"['ml', 'sql', 'sales']","['react', 'excel', 'java']","{'react': 5, 'excel': 4, 'java': 3}",4
c128,j071,financial analyst,"['communication', 'c', 'python', 'marketing', 'node', 'docker']","['react', 'marketing', 'docker', 'node', 'c']","{'react': 5, 'marketing': 4, 'docker': 3, 'node': 2, 'c': 1}",9
c049,j022,mobile developer,"['linux', 'cloud', 'communication', 'ios']","['cloud', 'communication', 'seo', 'linux']","{'cloud': 5, 'communication': 4, 'seo': 3, 'linux': 2}",5
c153,j069,embedded engineer,"['support', 'node', 'figma', 'android']","['firewall', 'figma', 'android', 'node', 'support', 'communication']","{'firewall': 5, 'figma': 4, 'android': 3, 'node': 2, 'support': 1, 'communication': 1}",0
c016,j169,cybersecurity analyst,"['ux research', 'java', 'react', 'cloud', 'sql', 'python', 'networking']","['communication', 'c', 'firewall']","{'communication': 5, 'c': 4, 'firewall': 3}",7
c020,j053,data analyst,"['embedded', 'networking', 'docker', 'git', 'communication', 'security', 'ux research', 'cloud']","['git', 'communication', 'security']","{'git': 5, 'communication': 4, 'security': 3}",5
c108,j065,product manager,"['docker', 'marketing', 'excel', 'seo', 'git']","['marketing', 'seo']","{'marketing': 5, 'seo': 4}",9
c125,j038,ui/ux designer,"['excel', 'node', 'ml', 'marketing', 'embedded', 'sql', 'python', 'react']","['ml', 'node', 'accounting', 'embedded', 'excel', 'sql']","{'ml': 5, 'node': 4, 'accounting': 3, 'embedded': 2, 'excel': 1, 'sql': 1}",2
c063,j097,devops engineer,"['cloud', 'crm', 'ops', 'c', 'networking', 'docker']","['cloud', 'support', 'docker', 'ops']","{'cloud': 5, 'support': 4, 'docker': 3, 'ops': 2}",11
c198,j072,network engineer,"['ml', 'teamwork', 'sales', 'sql', 'figma', 'finance', 'ops']","['teamwork', 'cloud', 'figma', 'sales']","{'teamwork': 5, 'cloud': 4, 'figma': 3, 'sales': 2}",9
c125,j083,data analyst,"['android', 'git', 'python', 'excel', 'support']","['excel', 'support', 'marketing', 'firewall', 'ios', 'finance']","{'excel': 5, 'support': 4, 'marketing': 3, 'firewall': 2, 'ios': 1, 'finance': 1}",11
c172,j153,marketing analyst,"['embedded', 'figma', 'python', 'c', 'android']","['c', 'figma', 'sql', 'embedded', 'android', 'python']","{'c': 5, 'figma': 4, 'sql': 3, 'embedded': 2, 'android': 1, 'python': 1}",6
c110,j046,customer support,"['android', 'teamwork', 'accounting', 'embedded']","['accounting', 'embedded']","{'accounting': 5, 'embedded': 4}",9
c109,j167,marketing analyst,"['seo', 'support', 'embedded', 'ios', 'c', 'react', 'marketing']","['node', 'linux', 'docker', 'git', 'ops']","{'node': 5, 'linux': 4, 'docker': 3, 'git': 2, 'ops': 1}",3
c175,j172,marketing analyst,"['firewall', 'embedded']","['embedded', 'communication']","{'embedded': 5, 'communication': 4}",5
c149,j063,ui/ux designer,"['crm', 'prototyping', 'react', 'security', 'ux research', 'seo', 'cloud', 'teamwork']","['security', 'teamwork', 'ios', 'prototyping', 'ux research']","{'security': 5, 'teamwork': 4, 'ios': 3, 'prototyping': 2, 'ux research': 1}",1
c010,j137,mobile developer,"['teamwork', 'cloud', 'excel', 'ux research', 'ml']","['cloud', 'teamwork', 'ux research', 'excel', 'ml', 'finance']","{'cloud': 5, 'teamwork': 4, 'ux research': 3, 'excel': 2, 'ml': 1, 'finance': 1}",12
c091,j157,mobile developer,"['networking', 'react', 'support', 'node', 'ops', 'python', 'linux', 'cloud']","['linux', 'ops', 'python', 'networking', 'support', 'react']","{'linux': 5, 'ops': 4, 'python': 3, 'networking': 2, 'support': 1, 'react': 1}",6
c191,j156,cybersecurity analyst,"['sql', 'security', 'android', 'ops', 'python', 'finance', 'embedded']","['ml', 'communication', 'prototyping', 'teamwork']","{'ml': 5, 'communication': 4, 'prototyping': 3, 'teamwork': 2}",5
c027,j140,product manager,"['git', 'sql']","['git', 'sql']","{'git': 5, 'sql': 4}",10
c013,j080,mobile developer,"['security', 'crm', 'docker']","['sql', 'git']","{'sql': 5, 'git': 4}",6
c043,j177,marketing analyst,"['support', 'linux', 'ios', 'java', 'git', 'ml', 'marketing', 'seo']","['marketing', 'react', 'git', 'support']","{'marketing': 5, 'react': 4, 'git': 3, 'support': 2}",9
c006,j156,cybersecurity analyst,"['git', 'docker']","['figma', 'sales', 'seo', 'python']","{'figma': 5, 'sales': 4, 'seo': 3, 'python': 2}",7
c072,j145,cybersecurity analyst,"['sales', 'firewall', 'c', 'embedded', 'java']","['java', 'firewall', 'react', 'prototyping']","{'java': 5, 'firewall': 4, 'react': 3, 'prototyping': 2}",6
c063,j125,financial analyst,"['java', 'ios', 'node', 'c', 'crm', 'figma', 'security', 'docker']","['embedded', 'ios', 'crm', 'figma']","{'embedded': 5, 'ios': 4, 'crm': 3, 'figma': 2}",8
c159,j196,network engineer,"['java', 'support', 'ml']","['ml', 'ops', 'figma', 'java', 'networking', 'support']","{'ml': 5, 'ops': 4, 'figma': 3, 'java': 2, 'networking': 1, 'support': 1}",3
c075,j062,ui/ux designer,"['linux', 'ux research', 'git']","['prototyping', 'java', 'linux', 'ios', 'ux research', 'git']","{'prototyping': 5, 'java': 4, 'linux': 3, 'ios': 2, 'ux research': 1, 'git': 1}",6
c080,j004,software engineer,"['seo', 'crm', 'c', 'embedded', 'marketing', 'prototyping']","['embedded', 'marketing', 'crm', 'finance', 'seo']","{'embedded': 5, 'marketing': 4, 'crm': 3, 'finance': 2, 'seo': 1}",9
c087,j062,marketing analyst,"['react', 'accounting', 'embedded', 'firewall', 'java']","['accounting', 'firewall', 'embedded']","{'accounting': 5, 'firewall': 4, 'embedded': 3}",7
c162,j070,network engineer,"['c', 'communication', 'prototyping', 'ios', 'react', 'git', 'cloud']","['marketing', 'sql', 'react', 'cloud', 'firewall']","{'marketing': 5, 'sql': 4, 'react': 3, 'cloud': 2, 'firewall': 1}",12
c073,j161,operations associate,"['networking', 'sql', 'security', 'figma', 'marketing', 'crm', 'python', 'c']","['python', 'figma', 'sql', 'firewall']","{'python': 5, 'figma': 4, 'sql': 3, 'firewall': 2}",4
c102,j052,cybersecurity analyst,"['sales', 'embedded']","['sales', 'c', 'embedded', 'cloud', 'ml']","{'sales': 5, 'c': 4, 'embedded': 3, 'cloud': 2, 'ml': 1}",9
c132,j016,ui/ux designer,"['docker', 'seo', 'python']","['cloud', 'networking', 'python', 'ml', 'java', 'seo']","{'cloud': 5, 'networking': 4, 'python': 3, 'ml': 2, 'java': 1, 'seo': 1}",9
c032,j180,hr coordinator,"['figma', 'ux research', 'python']","['figma', 'prototyping', 'ux research']","{'figma': 5, 'prototyping': 4, 'ux research': 3}",8
c073,j141,product manager,"['support', 'marketing', 'accounting', 'seo', 'excel']","['react', 'python', 'docker', 'java']","{'react': 5, 'python': 4, 'docker': 3, 'java': 2}",0
c139,j060,hr coordinator,"['teamwork', 'ios', 'python']","['excel', 'ios', 'react', 'communication', 'teamwork', 'python']","{'excel': 5, 'ios': 4, 'react': 3, 'communication': 2, 'teamwork': 1, 'python': 1}",6
c004,j023,operations associate,"['figma', 'linux', 'git', 'python', 'ux research', 'sales', 'support', 'c']","['linux', 'seo', 'ux research', 'prototyping', 'c', 'java']","{'linux': 5, 'seo': 4, 'ux research': 3, 'prototyping': 2, 'c': 1, 'java': 1}",8
c083,j077,devops engineer,"['node', 'crm', 'c', 'ios', 'cloud', 'sql']","['ios', 'node', 'c', 'sql']","{'ios': 5, 'node': 4, 'c': 3, 'sql': 2}",4
c192,j146,data analyst,"['sales', 'seo', 'docker', 'linux', 'communication', 'accounting', 'embedded', 'marketing']","['linux', 'docker', 'seo', 'marketing', 'communication', 'sql']","{'linux': 5, 'docker': 4, 'seo': 3, 'marketing': 2, 'communication': 1, 'sql': 1}",8
c012,j039,marketing analyst,"['networking', 'marketing', 'security', 'python', 'crm', 'firewall', 'node', 'android']","['ios', 'java']","{'ios': 5, 'java': 4}",7
c178,j081,cybersecurity analyst,"['figma', 'marketing', 'sql']","['communication', 'c']","{'communication': 5, 'c': 4}",5
c198,j075,customer support,"['c', 'marketing', 'ux research', 'ml', 'crm', 'docker']","['python', 'crm', 'ios']","{'python': 5, 'crm': 4, 'ios': 3}",4
c056,j194,devops engineer,"['docker', 'firewall', 'node', 'networking', 'seo', 'linux', 'accounting']","['firewall', 'linux', 'teamwork', 'seo', 'networking']","{'firewall': 5, 'linux': 4, 'teamwork': 3, 'seo': 2, 'networking': 1}",10
c049,j011,hr coordinator,"['accounting', 'node', 'teamwork', 'firewall']","['figma', 'c', 'linux', 'git', 'ops', 'prototyping']","{'figma': 5, 'c': 4, 'linux': 3, 'git': 2, 'ops': 1, 'prototyping': 1}",3
c123,j043,devops engineer,"['python', 'c', 'support']","['sql', 'c', 'ios', 'support', 'python']","{'sql': 5, 'c': 4, 'ios': 3, 'support': 2, 'python': 1}",0
c028,j182,devops engineer,"['finance', 'react', 'accounting', 'networking', 'embedded', 'ios', 'sql']","['sales', 'java']","{'sales': 5, 'java': 4}",12
c118,j183,devops engineer,"['git', 'finance']","['ml', 'finance', 'react', 'git', 'linux']","{'ml': 5, 'finance': 4, 'react': 3, 'git': 2, 'linux': 1}",12
c177,j138,network engineer,"['linux', 'java', 'networking', 'node', 'react']","['networking', 'node', 'react', 'figma']","{'networking': 5, 'node': 4, 'react': 3, 'figma': 2}",10
c057,j113,data analyst,"['figma', 'support']","['support', 'seo', 'excel', 'ux research', 'marketing', 'figma']","{'support': 5, 'seo': 4, 'excel': 3, 'ux research': 2, 'marketing': 1, 'figma': 1}",9
c088,j104,data scientist,"['embedded', 'ops', 'support', 'crm', 'marketing']","['sales', 'accounting']","{'sales': 5, 'accounting': 4}",1
c050,j052,data scientist,"['networking', 'support']","['support', 'firewall', 'networking']","{'support': 5, 'firewall': 4, 'networking': 3}",5
c057,j071,ui/ux designer,"['finance', 'python', 'prototyping']","['finance', 'ux research', 'sales', 'crm', 'c', 'ml']","{'finance': 5, 'ux research': 4, 'sales': 3, 'crm': 2, 'c': 1, 'ml': 1}",4
c158,j161,ui/ux designer,"['python', 'android', 'seo', 'ios', 'marketing', 'ops']","['seo', 'ios']","{'seo': 5, 'ios': 4}",12
c186,j067,hr coordinator,"['android', 'c', 'ios', 'java', 'sql', 'networking', 'git', 'ops']","['networking', 'firewall', 'ops', 'cloud', 'react']","{'networking': 5, 'firewall': 4, 'ops': 3, 'cloud': 2, 'react': 1}",0
c110,j049,devops engineer,"['node', 'linux', 'c', 'security', 'ux research', 'accounting']","['c', 'node', 'security', 'ux research', 'accounting']","{'c': 5, 'node': 4, 'security': 3, 'ux research': 2, 'accounting': 1}",11
c026,j021,hr coordinator,"['marketing', 'excel', 'docker']","['docker', 'c', 'excel']","{'docker': 5, 'c': 4, 'excel': 3}",8
c053,j098,operations associate,"['prototyping', 'android', 'linux', 'ux research']","['ux research', 'prototyping', 'support', 'linux', 'android']","{'ux research': 5, 'prototyping': 4, 'support': 3, 'linux': 2, 'android': 1}",0
c019,j095,software engineer,"['marketing', 'python']","['git', 'communication', 'python', 'c', 'marketing']","{'git': 5, 'communication': 4, 'python': 3, 'c': 2, 'marketing': 1}",4
c186,j008,software engineer,"['ux research', 'marketing', 'sql', 'support', 'ops']","['sql', 'support']","{'sql': 5, 'support': 4}",6
c126,j145,mobile developer,"['teamwork', 'sales', 'finance', 'embedded']","['finance', 'embedded']","{'finance': 5, 'embedded': 4}",1
c093,j196,data analyst,"['cloud', 'excel', 'security', 'python']","['excel', 'python', 'security']","{'excel': 5, 'python': 4, 'security': 3}",7
c191,j163,data analyst,"['ux research', 'support', 'prototyping', 'communication', 'teamwork']","['teamwork', 'support', 'ux research', 'accounting']","{'teamwork': 5, 'support': 4, 'ux research': 3, 'accounting': 2}",11
c105,j018,devops engineer,"['linux', 'prototyping', 'cloud', 'support', 'crm', 'node']","['finance', 'linux']","{'finance': 5, 'linux': 4}",0
c018,j124,software engineer,"['accounting', 'java', 'marketing']","['marketing', 'accounting']","{'marketing': 5, 'accounting': 4}",11
c189,j163,network engineer,"['communication', 'finance', 'node', 'react', 'cloud', 'ops']","['cloud', 'finance', 'react']","{'cloud': 5, 'finance': 4, 'react': 3}",1
c003,j134,network engineer,"['marketing', 'python', 'java']","['java', 'python', 'marketing', 'node', 'prototyping', 'networking']","{'java': 5, 'python': 4, 'marketing': 3, 'node': 2, 'prototyping': 1, 'networking': 1}",6
c019,j074,network engineer,"['node', 'android', 'excel']","['android', 'react', 'communication', 'node', 'marketing', 'excel']","{'android': 5, 'react': 4, 'communication': 3, 'node': 2, 'marketing': 1, 'excel': 1}",12
c075,j062,embedded engineer,"['node', 'android']","['node', 'android']","{'node': 5, 'android': 4}",2
c053,j086,data analyst,"['ux research', 'excel', 'android', 'support', 'figma']","['support', 'excel', 'android']","{'support': 5, 'excel': 4, 'android': 3}",7
c105,j060,customer support,"['ios', 'marketing', 'docker', 'excel', 'seo', 'git']","['figma', 'security']","{'figma': 5, 'security': 4}",5
c141,j194,cybersecurity analyst,"['java', 'security', 'networking', 'ml']","['prototyping', 'ml', 'marketing']","{'prototyping': 5, 'ml': 4, 'marketing': 3}",6
c102,j015,product manager,"['git', 'android', 'java', 'ios']","['git', 'android', 'ios', 'crm', 'figma']","{'git': 5, 'android': 4, 'ios': 3, 'crm': 2, 'figma': 1}",5
c110,j098,operations associate,"['python', 'ios', 'accounting', 'excel', 'ux research', 'node', 'git']","['git', 'communication', 'ux research', 'ios', 'excel']","{'git': 5, 'communication': 4, 'ux research': 3, 'ios': 2, 'excel': 1}",9
c191,j091,financial analyst,"['sales', 'react', 'security', 'accounting']","['ux research', 'teamwork', 'firewall', 'cloud']","{'ux research': 5, 'teamwork': 4, 'firewall': 3, 'cloud': 2}",4
c198,j164,financial analyst,"['security', 'support']","['support', 'security']","{'support': 5, 'security': 4}",4
c085,j034,financial analyst,"['accounting', 'sql', 'docker', 'node']","['sql', 'accounting', 'docker', 'node', 'sales']","{'sql': 5, 'accounting': 4, 'docker': 3, 'node': 2, 'sales': 1}",6
c165,j132,customer support,"['android', 'teamwork', 'embedded', 'linux']","['android', 'linux', 'embedded']","{'android': 5, 'linux': 4, 'embedded': 3}",3
c188,j074,ui/ux designer,"['networking', 'node', 'git', 'linux', 'docker', 'finance', 'prototyping', 'seo']","['linux', 'ops', 'accounting', 'networking', 'teamwork']","{'linux': 5, 'ops': 4, 'accounting': 3, 'networking': 2, 'teamwork': 1}",5
c050,j129,operations associate,"['python', 'seo', 'sales']","['python', 'sales', 'seo']","{'python': 5, 'sales': 4, 'seo': 3}",1
c028,j084,operations associate,"['excel', 'sql', 'sales', 'ops', 'linux']","['ops', 'linux']","{'ops': 5, 'linux': 4}",11
c177,j136,product manager,"['prototyping', 'react']","['java', 'excel', 'prototyping', 'android']","{'java': 5, 'excel': 4, 'prototyping': 3, 'android': 2}",11
c169,j095,ui/ux designer,"['sql', 'ios', 'crm', 'figma', 'excel', 'sales', 'ux research', 'networking']","['docker', 'embedded']","{'docker': 5, 'embedded': 4}",2
c028,j052,operations associate,"['ux research', 'teamwork', 'react', 'android', 'c', 'embedded', 'cloud', 'seo']","['sales', 'ops']","{'sales': 5, 'ops': 4}",3
c104,j077,hr coordinator,"['linux', 'figma', 'crm', 'networking', 'docker']","['linux', 'java', 'ux research', 'crm', 'docker', 'figma']","{'linux': 5, 'java': 4, 'ux research': 3, 'crm': 2, 'docker': 1, 'figma': 1}",4
c064,j194,ui/ux designer,"['security', 'seo', 'git', 'networking', 'prototyping', 'teamwork']","['marketing', 'prototyping']","{'marketing': 5, 'prototyping': 4}",3
c128,j056,network engineer,"['seo', 'react', 'embedded', 'ux research', 'cloud', 'marketing', 'excel', 'prototyping']","['ops', 'ux research', 'finance']","{'ops': 5, 'ux research': 4, 'finance': 3}",4
c079,j055,marketing analyst,"['firewall', 'java', 'support', 'ops']","['java', 'ops', 'sql']","{'java': 5, 'ops': 4, 'sql': 3}",8
c009,j011,embedded engineer,"['sales', 'c', 'python', 'support', 'react', 'networking']","['prototyping', 'accounting', 'marketing']","{'prototyping': 5, 'accounting': 4, 'marketing': 3}",4
c127,j137,embedded engineer,"['marketing', 'security', 'sales', 'react', 'ios', 'finance', 'ops', 'android']","['docker', 'python', 'sql', 'prototyping', 'linux', 'c']","{'docker': 5, 'python': 4, 'sql': 3, 'prototyping': 2, 'linux': 1, 'c': 1}",6
c163,j081,data analyst,"['accounting', 'crm', 'cloud', 'c', 'networking', 'ops', 'ios', 'java']","['support', 'accounting', 'ios', 'crm']","{'support': 5, 'accounting': 4, 'ios': 3, 'crm': 2}",7
c042,j092,devops engineer,"['crm', 'java', 'communication', 'linux', 'marketing', 'prototyping', 'android']","['ios', 'excel']","{'ios': 5, 'excel': 4}",0
c124,j032,operations associate,"['c', 'support', 'crm']","['c', 'support']","{'c': 5, 'support': 4}",9
c043,j071,cybersecurity analyst,"['teamwork', 'react', 'ml']","['excel', 'android']","{'excel': 5, 'android': 4}",8
c033,j121,data analyst,"['excel', 'prototyping', 'teamwork', 'git', 'cloud', 'linux', 'ios', 'embedded']","['sales', 'crm', 'accounting', 'android']","{'sales': 5, 'crm': 4, 'accounting': 3, 'android': 2}",10
c048,j134,mobile developer,"['git', 'networking']","['ux research', 'networking', 'git']","{'ux research': 5, 'networking': 4, 'git': 3}",0
c119,j196,data analyst,"['networking', 'ux research', 'git', 'seo']","['git', 'ux research', 'ios', 'seo', 'networking']","{'git': 5, 'ux research': 4, 'ios': 3, 'seo': 2, 'networking': 1}",8
c084,j104,mobile developer,"['cloud', 'ux research', 'support', 'docker', 'figma', 'java', 'finance', 'accounting']","['support', 'prototyping', 'git', 'communication', 'android', 'docker']","{'support': 5, 'prototyping': 4, 'git': 3, 'communication': 2, 'android': 1, 'docker': 1}",1
c142,j021,network engineer,"['ios', 'finance']","['ios', 'finance', 'firewall', 'figma', 'python', 'cloud']","{'ios': 5, 'finance': 4, 'firewall': 3, 'figma': 2, 'python': 1, 'cloud': 1}",9
c027,j194,product manager,"['cloud', 'sql', 'node', 'finance', 'prototyping', 'marketing']","['linux', 'sql', 'marketing', 'node', 'finance']","{'linux': 5, 'sql': 4, 'marketing': 3, 'node': 2, 'finance': 1}",9
